

1214 W GRANVILLE:1
1218 W GRANVILLE:2
1221 W GRANVILLE:1
1231 W GRANVILLE:1
1234 W GRANVILLE:1
1236 W GRANVILLE:1
1248 W GRANVILLE:1
1256 W GRANVILLE:1
1306 W GRANVILLE:1
1310 W GRANVILLE:1
1316 W GRANVILLE:2
1335 W GRANVILLE:1
1336 W GRANVILLE:1
1340 W GRANVILLE:1
1341 W GRANVILLE:1
1343 W GRANVILLE:1
1351 W GRANVILLE:1
1352 W GRANVILLE:1
1413 W GRANVILLE:1
1419 W GRANVILLE:1
1420 W GRANVILLE:1
1433 W GRANVILLE:1
1436 W GRANVILLE:1
1443 W GRANVILLE:2
1444 W GRANVILLE:1
1451 W GRANVILLE:1
1456 W GRANVILLE:2
1505 W GRANVILLE:1
1507 W GRANVILLE:1
1517 W GRANVILLE:1
1541 W GRANVILLE:1
1218 W HOOD:1
1227 W HOOD:1
1230 W HOOD:1
1234 W HOOD:1
1239 W HOOD:1
1249 W HOOD:1
1250 W HOOD:1
1265 W HOOD:1
1267 W HOOD:1
1301 W HOOD:1
1322 W HOOD:1
1325 W HOOD:1
1336 W HOOD:1
1343 W HOOD:1
1347 W HOOD:2
1350 W HOOD:1
1415 W HOOD:1
1421 W HOOD:1
1424 W HOOD:1
1442 W HOOD:1
1446 W HOOD:1
1454 W HOOD:1
1458 W HOOD:1
1500 W HOOD:1
1501 W HOOD:1
1505 W HOOD:1
1506 W HOOD:1
1507 W HOOD:1
1518 W HOOD:1
1525 W HOOD:1
1528 W HOOD:1
1529 W HOOD:1
1535 W HOOD:1
1219 W GLENLAKE:1
1224 W GLENLAKE:1
1234 W GLENLAKE:1
1249 W GLENLAKE:1
1261 W GLENLAKE:1
1265 W GLENLAKE:2
1309 W GLENLAKE:1
1318 W GLENLAKE:1
1324 W GLENLAKE:1
1348 W GLENLAKE:1
1349 W GLENLAKE:1
1353 W GLENLAKE:1
1400 W GLENLAKE:1
1401 W GLENLAKE:5
1404 W GLENLAKE:1
1407 W GLENLAKE:1
1415 W GLENLAKE:1
1417 W GLENLAKE:1
1420 W GLENLAKE:1
1424 W GLENLAKE:1
1428 W GLENLAKE:1
1429 W GLENLAKE:1
1431 W GLENLAKE:1
1432 W GLENLAKE:1
1440 W GLENLAKE:1
1441 W GLENLAKE:1
1443 W GLENLAKE:1
1445 W GLENLAKE:2
1448 W GLENLAKE:1
1451 W GLENLAKE:1
1459 W GLENLAKE:1
1504 W GLENLAKE:1
1519 W GLENLAKE:1
1522 W GLENLAKE:1
1529 W GLENLAKE:1
1538 W GLENLAKE:1
1541 W GLENLAKE:1
1221 W NORWOOD:1
1224 W NORWOOD:1
1228 W NORWOOD:2
1242 W NORWOOD:1
1248 W NORWOOD:1
1249 W NORWOOD:1
1252 W NORWOOD:1
1262 W NORWOOD:1
1284 W NORWOOD:1
1300 W NORWOOD:1
1308 W NORWOOD:1
1310 W NORWOOD:1
1316 W NORWOOD:1
1330 W NORWOOD:1
1352 W NORWOOD:1
1353 W NORWOOD:1
1407 W NORWOOD:1
1409 W NORWOOD:1
1414 W NORWOOD:1
1429 W NORWOOD:1
1430 W NORWOOD:1
1435 W NORWOOD:1
1437 W NORWOOD:1
1443 W NORWOOD:1
1448 W NORWOOD:1
1455 W NORWOOD:1
1500 W NORWOOD:1
1504 W NORWOOD:1
1509 W NORWOOD:1
1512 W NORWOOD:1
1519 W NORWOOD:1
1523 W NORWOOD:1
1534 W NORWOOD:1
1537 W NORWOOD:1
1543 W NORWOOD:1
6145 N LAKEWOOD:1
6157 N LAKEWOOD:1
6103 N GLENWOOD:1
6100 N GREENVIEW:1
6102 N GREENVIEW:1
6113 N GREENVIEW:1
6035 N GREENVIEW:1
6036 N GREENVIEW:1
6075 N GREENVIEW:2
6076 N GREENVIEW:1
6036 N GLENWOOD:2
6104 N GLENWOOD:1
6106 N GLENWOOD:1
6110 N GLENWOOD:1
1357 W HOOD:1
1401 W HOOD:1
1400 W HOOD:1
6143 N GLENWOOD:1
1355 W GRANVILLE:1

NORWAY MAPLE:33
AMERICAN SYCAMORE:37
BLACK LOCUST:27
BLACK OAK:1
SILVER MAPLE:37
AMERICAN ELM:12
NORTH CATALPA:1
AMERICAN LINDEN:3
HONEY LOCUST:4
WHITE ASH:6
EASTERN COTTONWOOD:1
MULBERRY:1
BLACK MAPLE:1
LINDEN:2
SYCAMORE:3

90
169

