

1214 W Granville:1
1218 W Granville:2
1221 W Granville:1
1231 W Granville:1
1234 W Granville:1
1236 W Granville:1
1248 W Granville:1
1256 W Granville:1
1306 W Granville:1
1310 W Granville:1
1316 W Granville:2
1335 W Granville:1
1336 W Granville:1
1340 W Granville:1
1341 W Granville:1
1343 W Granville:1
1351 W Granville:1
1352 W Granville:1
1413 W Granville:1
1419 W Granville:1
1420 W Granville:1
1433 W Granville:1
1436 W Granville:1
1443 W Granville:2
1444 W Granville:1
1451 W Granville:1
1456 W Granville:2
1505 W Granville:1
1507 W Granville:1
1517 W Granville:1
1541 W Granville:1
1218 W Hood:1
1227 W Hood:1
1230 W Hood:1
1234 W Hood:1
1239 W Hood:1
1249 W Hood:1
1250 W Hood:1
1265 W Hood:1
1267 W Hood:1
1301 W Hood:1
1322 W Hood:1
1325 W Hood:1
1336 W Hood:1
1343 W Hood:1
1347 W Hood:2
1350 W Hood:1
1415 W Hood:1
1421 W Hood:1
1424 W Hood:1
1442 W Hood:1
1446 W Hood:1
1454 W Hood:1
1458 W Hood:1
1500 W Hood:1
1501 W Hood:1
1505 W Hood:1
1506 W Hood:1
1507 W Hood:1
1518 W Hood:1
1525 W Hood:1
1528 W Hood:1
1529 W Hood:1
1535 W Hood:1
1219 W Glenlake:1
1224 W Glenlake:1
1234 W Glenlake:1
1249 W Glenlake:1
1261 W Glenlake:1
1265 W Glenlake:2
1309 W Glenlake:1
1318 W Glenlake:1
1324 W Glenlake:1
1348 W Glenlake:1
1349 W Glenlake:1
1353 W Glenlake:1
1400 W Glenlake:1
1401 W Glenlake:5
1404 W Glenlake:1
1407 W Glenlake:1
1415 W Glenlake:1
1417 W Glenlake:1
1420 W Glenlake:1
1424 W Glenlake:1
1428 W Glenlake:1
1429 W Glenlake:1
1431 W Glenlake:1
1432 W Glenlake:1
1440 W Glenlake:1
1441 W Glenlake:1
1443 W Glenlake:1
1445 W Glenlake:2
1448 W Glenlake:1
1451 W Glenlake:1
1459 W Glenlake:1
1504 W Glenlake:1
1519 W Glenlake:1
1522 W Glenlake:1
1529 W Glenlake:1
1538 W Glenlake:1
1541 W Glenlake:1
1221 W Norwood:1
1224 W Norwood:1
1228 W Norwood:2
1242 W Norwood:1
1248 W Norwood:1
1249 W Norwood:1
1252 W Norwood:1
1262 W Norwood:1
1284 W Norwood:1
1300 W Norwood:1
1308 W Norwood:1
1310 W Norwood:1
1316 W Norwood:1
1330 W Norwood:1
1352 W Norwood:1
1353 W Norwood:1
1407 W Norwood:1
1409 W Norwood:1
1414 W Norwood:1
1429 W Norwood:1
1430 W Norwood:1
1435 W Norwood:1
1437 W Norwood:1
1443 W Norwood:1
1448 W Norwood:1
1455 W Norwood:1
1500 W Norwood:1
1504 W Norwood:1
1509 W Norwood:1
1512 W Norwood:1
1519 W Norwood:1
1523 W Norwood:1
1534 W Norwood:1
1537 W Norwood:1
1543 W Norwood:1
6145 N Lakewood:1
6157 N Lakewood:1
6103 N Glenwood:1
6100 N Greenview:1
6102 N Greenview:1
6113 N Greenview:1
6035 N Greenview:1
6036 N Greenview:1
6075 N Greenview:2
6076 N Greenview:1
6036 N Glenwood:2
6104 N Glenwood:1
6106 N Glenwood:1
6110 N Glenwood:1
1357 W Hood:1
1401 W Hood:1
1400 W Hood:1
6143 N Glenwood:1
1355 W Granville:1

Norway Maple:29
American Sycamore:37
Black Locust:27
Black Oak:1
Silver Maple:37
American Elm:12
North Catalpa:1
American Linden:3
Honey Locust:4
White Ash:3
Eastern Cottonwood:1
Mulberry:1
Black Maple:1
Norway maple:4
Linden:2
Sycamore:3
White ash:3


